link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/bbcpress/status/1654516456451604481#m,🚨 #DoctorWho casting news 🚨  Award-winning star of stage and screen Jonathan Groff is on his way to jump aboard the TARDIS in a mysterious and exciting guest role  Find out more ➡️ https://bbc.in/3AWyJ9x,"May 5, 2023 · 4:00 PM UTC",688,83
https://twitter.com/BBCRadio3/status/1654492620435931142#m,"From 8.50 on Saturday morning, an extraordinary royal musical event.  Join @thekatiederham for a programme of music spanning 350 years, personally chosen by King Charles.","May 5, 2023 · 2:25 PM UTC",123,53
https://twitter.com/BBCSounds/status/1654478839135756290#m,How does Labour's Keir Starmer compare to Rishi Sunak?  Laura Kuenssberg gives her take on #BBCNewscast…,"May 5, 2023 · 1:31 PM UTC",40,20
https://twitter.com/BBCAccessAll/status/1654467094002409472#m,"""Veterans have a really important part to play, and particularly veterans with a disability""  @JJChalmersRM served in the Royal Marines for a decade, before he was wounded   He'll be at the heart of the Coronation celebrations - hear what he'll be doing  https://www.bbc.co.uk/programmes/p0fljvny","May 5, 2023 · 12:44 PM UTC",21,12
https://twitter.com/BBCSounds/status/1654395990328188928#m,What’s it like being a political editor on election night?  Chris Mason tells #BBCNewscast in a special live episode…,"May 5, 2023 · 8:01 AM UTC",30,17
https://twitter.com/BBC/status/1654244519104110594#m,"You meet all sorts dating online, as Vicky's about to find out. Will she meet her match? Watch #InsideNo9 on #iplayer 11 May","May 4, 2023 · 10:00 PM UTC",27,11
https://twitter.com/bbcpress/status/1653836774169255962#m,📢 Get ready to feel their power!  Fury and Steel are the first mighty #Gladiators in the new line-up  Meet them ➡️ https://bbc.in/44pyeSS,"May 3, 2023 · 6:59 PM UTC",45,13
https://twitter.com/bbcpress/status/1653679324430467073#m,"📢 Presenters, ready? Bradley and Barney Walsh are confirmed as hosts of Gladiators  Read more ➡️ https://bbc.in/41X8WtW","May 3, 2023 · 8:34 AM UTC",243,62
https://twitter.com/BBCSounds/status/1653379574086893573#m,"A jetpack, a ski-lift or a zip-wire! 🚡  Mel Giedroyc gives #Eurovisioncast her theory on how Graham Norton will be in two places at once! 😂","May 2, 2023 · 12:43 PM UTC",17,16
https://twitter.com/BBCSounds/status/1652305171244806144#m,Judi Dench and her grandson @smow123 have a special message for @maemuller_ 🥰  Check out the latest #Eurovisioncast ⤵️,"Apr 29, 2023 · 1:33 PM UTC",270,44
https://twitter.com/bbcpress/status/1652955299509157890#m,"📢 With new comedy from the makers of Famalam, a glamorous Glow Up or two, an Italian Road Trip, in-depth interviews and a search for a choir to Sing for The King to name but a few, there's so much coming new to @BBCiPlayer this week  Get all the info ➡️ https://bbc.in/3NqIZhG","May 1, 2023 · 8:37 AM UTC",41,16
https://twitter.com/bbcpress/status/1652230541498806273#m,"✏️ ""Don't blink. Don't even blink. Get drawing!""  David Tennant's got a special message about Blue Peter's #DoctorWho competition @cbbc   Watch ➡️ https://bbc.in/3Lpeczw","Apr 29, 2023 · 8:37 AM UTC",213,53
https://twitter.com/BBCSounds/status/1651986462181666818#m,#BBCNewscast says farewell to James Corden’s show with a special Carpool Karaoke… joined by the shadow foreign secretary David Lammy! 🎤🚗,"Apr 28, 2023 · 4:27 PM UTC",114,30
https://twitter.com/bbcpress/status/1651875331500920833#m,Statements in relation to BBC Chairman Richard Sharp  ➡️ https://bbc.in/3Hm54Kq,"Apr 28, 2023 · 9:05 AM UTC",30,25
https://twitter.com/BBC/status/1651707802052866048#m,Gareth is working from home today. Just incase anything unlucky happens. #InsideNo9 #iPlayer,"Apr 27, 2023 · 10:00 PM UTC",40,10
https://twitter.com/SP1nightonly/status/1651524179483566082#m,I’m going away tonight so will miss this - has anyone seen the instructions to set the video?  #InsideNo9 #beeb2 10pm,"Apr 27, 2023 · 9:50 AM UTC",955,73
https://twitter.com/BBCSounds/status/1651597642789449731#m,"😬 Awkward!!   Mel Giedroyc reveals what it’s like commentating at Eurovision with @Scott_Mills, on the latest #Eurovisioncast...","Apr 27, 2023 · 2:42 PM UTC",35,20
https://twitter.com/BBCSounds/status/1651259050003185669#m,"“It’s the most defiant, rebellious act of life I’ve ever seen”  American country musician, @BradPaisley speaks to #Ukrainecast about performing in Kyiv, and meeting president Zelensky","Apr 26, 2023 · 4:16 PM UTC",54,26
https://twitter.com/BBC/status/1651254818437238784#m,"Ooh ah, just a little bit #Eurovision2023! We're ridiculously excited to be hosting #Eurovision on behalf of Ukraine in Liverpool 🎉  Watch Live on #iPlayer and Listen on #BBCSounds from 9 May  https://inv.tux.pizza/XcB3gEKI4nw","Apr 26, 2023 · 4:00 PM UTC",23,15
https://twitter.com/bbceurovision/status/1651220728505675779#m,"Lights, camera, action! 🤩  The #Eurovision2023 arena lights are up and running in Liverpool - thanks to Their Majesties The King and The Queen Consort @RoyalFamily","Apr 26, 2023 · 1:44 PM UTC",5445,960
https://twitter.com/bbcpress/status/1651161051436662784#m,"😘 It’s loud, it’s proud…and it all starts with a kiss.  Meet the boys looking for love in the UK's first ever gay dating show, I Kissed a Boy!  Coming to @bbcthree and @BBCiPlayer  Find out more ➡️ https://bbc.in/3HeGpYv","Apr 26, 2023 · 9:47 AM UTC",55,22
https://twitter.com/bbcpress/status/1651136599025909763#m,"📷 Get your first look at new Shane Meadows drama The Gallows Pole  Based on the book by Benjamin Myers, it fictionalises the remarkable true story of the rise of David Hartley (played by Michael Socha) and the Cragg Vale Coiners  See more ➡️ https://bbc.in/3HffQCy","Apr 26, 2023 · 8:10 AM UTC",244,68
https://twitter.com/bbcpress/status/1650774268781764609#m,"""I think it could be shaping up to be the finest season yet.""  As Guilt returns for its third and final series, the cast and Writer/Executive Producer Neil Forsyth tease revenge, redemption, shocks and surprises...  Find out more ➡️ https://bbc.in/3V6Bf6D","Apr 25, 2023 · 8:10 AM UTC",82,27
https://twitter.com/bbcdoctorwho/status/1650560953732464640#m,"Murray Gold is returning to Doctor Who! 🎶  The composer will once again work with the BBC National Orchestra of Wales, with his musical scores appearing when #DoctorWho returns in November.","Apr 24, 2023 · 6:02 PM UTC",15331,2644
https://twitter.com/bbcpress/status/1650560485312299012#m,🎵 He's back! Award-winning composer Murray Gold returns to #DoctorWho  Find out more ➡️ https://bbc.in/3otLBB1 📷: Lola Choo Antopolski,"Apr 24, 2023 · 6:01 PM UTC",859,112
https://twitter.com/bbcstrictly/status/1650470614682017793#m,"To Len, a 10. Our thoughts are with your family and our hearts will always be with you.","Apr 24, 2023 · 12:03 PM UTC",8611,617
https://twitter.com/bbcpress/status/1650444250453090305#m,"""He always brought so much invaluable expertise and entertainment to the show... I can't quite believe he's gone and we'll never have a Ten from Len again.""  Kate Phillips, BBC Director of Unscripted, pays tribute to Len Goodman  https://bbc.in/41yX7cW","Apr 24, 2023 · 10:19 AM UTC",200,41
https://twitter.com/bbcpress/status/1650422232492003329#m,"""Len was at the very heart of Strictly's success. He will be hugely missed by the public and his many friends and family.""  BBC Director-General Tim Davie pays tribute to Len Goodman  https://bbc.in/41yX7cW","Apr 24, 2023 · 8:51 AM UTC",2326,219
https://twitter.com/BBCBreaking/status/1650418378874445826#m,"Former Strictly Come Dancing head judge Len Goodman has died at the age of 78, his manager says https://bbc.in/3oxjS2l","Apr 24, 2023 · 8:36 AM UTC",4698,704
https://twitter.com/BBCNews/status/1649809658578706434#m,Barry Humphries: A life in pictures https://bbc.in/41LZyJ2,"Apr 22, 2023 · 4:17 PM UTC",254,48
https://twitter.com/BBCBreaking/status/1649731741626531841#m,"Barry Humphries, the Australian comedian who found global fame as Dame Edna Everage, has died aged 89 https://bbc.in/43SXCjO","Apr 22, 2023 · 11:07 AM UTC",6270,1461
https://twitter.com/bbcpress/status/1649322098576224257#m,"✨ #Strictly season officially begins right now!   Meet the Professional Dancers, Judges and Presenters of Strictly Come Dancing 2023 🥳  Get all the info ➡️ https://bbc.in/3mLlCVr","Apr 21, 2023 · 8:00 AM UTC",179,55
https://twitter.com/bbcpress/status/1649307149074350080#m,"📢 Here's your starter for ten... what does the new University Challenge set look like?  Exclusive first look images reveal the new set, host Amol Rajan - and a sneak peek at the show's new opening titles.  See more ➡️ https://bbc.in/41srodF","Apr 21, 2023 · 7:00 AM UTC",76,25
https://twitter.com/bbcpress/status/1648999857338679296#m,"📢 Gr(Who)ovy, baby!  The Doctor and Ruby step back to the 60s for the new series of #DoctorWho  Get more info ➡️ https://bbc.in/3LfdNjY","Apr 20, 2023 · 10:39 AM UTC",411,52
https://twitter.com/bbcpress/status/1649085084056817666#m,📢 Ruth Madeley to star in BBC adaptation of The Rapture!  Liz Jensen's bestselling novel is to be adapted into a five part drama for @BBCOne and @BBCiPlayer  Read more ➡️ https://bbc.in/3ow5G9Z,"Apr 20, 2023 · 4:18 PM UTC",39,20
https://twitter.com/bbcpress/status/1649086091582898179#m,🎬 Award-winning actor Tommy Jessop sets out to create and pitch his own superhero movie in Tommy Goes to Hollywood (w/t)  Learn more ➡️ https://bbc.in/3GVXd6s,"Apr 20, 2023 · 4:22 PM UTC",46,18
https://twitter.com/bbcpress/status/1649087070424514564#m,"📢 Strictly Come Dancing winner Hamza Yassin to return to his first passion in Hamza's Birds of Prey for @BBCOne and @BBCiPlayer   ""All my life I have had a passion for birds of prey, so this documentary film is a dream come true for me.  Read more here ➡️ https://bbc.in/3USjB6g","Apr 20, 2023 · 4:26 PM UTC",90,19
https://twitter.com/bbcpress/status/1649087893854380032#m,"#Eurovision news! Merseyside born Spice Girl @MelanieCmusic will bring a Scouse welcome to #Eurovision2023, as she will provide the voiceover that will welcome our Eurovision hosts onto stage during each of the three live shows.  More ➡️ bbc.in/3USjB6g","Apr 20, 2023 · 4:29 PM UTC",118,33
https://twitter.com/bbcpress/status/1649088032925163521#m,"📢 Professor Brian Cox to explore amazing events unfolding in the planets and moons in Solar System (w/t) for @BBCTwo and @BBCiPlayer   ""We are living through a golden age of exploration.""  More here ➡️ https://bbc.in/3UUDp97","Apr 20, 2023 · 4:30 PM UTC",32,15
https://twitter.com/bbcpress/status/1649088808707670034#m,"👑 As part of the Coronation Concert, The Royal Ballet, The Royal Opera, the Royal Shakespeare Company, The Royal College of Music and The Royal College of Art will come together to create a spectacular one-off performance featuring Ncuti Gatwa & Mei Mac ⬇️https://www.bbc.co.uk/mediacentre/2023/charlotte-moore-announces-range-of-quintessentially-bbc-content","Apr 20, 2023 · 4:33 PM UTC",38,19
https://twitter.com/BBC/status/1649004750216495105#m,Serving 60s... 🔥  Ncuti Gatwa and Millie Gibson are back on set for #DoctorWho 🎬,"Apr 20, 2023 · 10:59 AM UTC",2103,156
https://twitter.com/bbcpress/status/1649082405834174467#m,🚨 It's OFFICIAL. Blue Lights will return for a second series!  Filming on series two begins this summer in Belfast.  Read more ➡️ https://bbc.in/3LgRWZB,"Apr 20, 2023 · 4:07 PM UTC",903,104
https://twitter.com/bbcpress/status/1649083497171103744#m,📢 BBC announces first TV adaptation of William Golding's Lord of the Flies  It's to be adapted for television for the first time by Eleven and multi-BAFTA award-winning screenwriter Jack Thorne  Read more ➡️ https://bbc.in/43NvkXX,"Apr 20, 2023 · 4:11 PM UTC",171,41
https://twitter.com/BBC/status/1649084257778929664#m,🚨 Sound the siren! 🚨 #BlueLights will be returning for Series 2 🚓 #iPlayer,"Apr 20, 2023 · 4:15 PM UTC",55,15
https://twitter.com/bbcdoctorwho/status/1648996305295867904#m,"What and when is going on here? 🎥   A first look at the Doctor and Ruby, as they arrive in the swinging 60s! Filming continues on the new series of #DoctorWho","Apr 20, 2023 · 10:25 AM UTC",24323,3452
https://twitter.com/bbcpress/status/1648990980308357120#m,"📢 Summer is coming which means #BBCProms 2023 is too!   🎼 84 Proms, 6 venues across the UK 🎶First weekend-long festival of Proms at Sage Gateshead 🎤2022 Mercury Award nominee, Self Esteem   Everything you need to know here ➡️ https://bbc.in/41ltEmM","Apr 20, 2023 · 10:04 AM UTC",19,13
https://twitter.com/bbcdoctorwho/status/1648748410579607569#m,Here comes Jinkx… ⛈️  @JinkxMonsoon has landed and started filming for #DoctorWho!,"Apr 19, 2023 · 6:00 PM UTC",11433,1603
https://twitter.com/bbcdoctorwho/status/1648749567536422913#m,Here is your first look at @JinkxMonsoon in character… as the Doctor’s most powerful enemy yet! #DoctorWho,"Apr 19, 2023 · 6:05 PM UTC",20822,2564
https://twitter.com/bbcpress/status/1648749309175685127#m,"📸 Who's this then?!?   Get your first look at #DoctorWho's Jinkx Monsoon in character as ""the Doctor's most powerful enemy yet""  See more ➡️ https://bbc.in/3KOvtS7","Apr 19, 2023 · 6:04 PM UTC",525,45
https://twitter.com/BBC/status/1648748946766848151#m,Here comes Jinkx… ⛈️ Jinkx Monsoon has landed and started filming for #DoctorWho!,"Apr 19, 2023 · 6:02 PM UTC",189,37
https://twitter.com/bbcpress/status/1648718344193998848#m,"✨ Good evening Europe, BBC calling!  #Eurovision2023 is coming and we've got everything you need to know about the #Eurovision Live Shows - and a raft of additional programming across TV, @BBCiPlayer, Radio, @BBCSounds and online.  Get all the info ➡️ https://bbc.in/43HJpGd","Apr 19, 2023 · 4:00 PM UTC",228,77
https://twitter.com/bbcpress/status/1648593870530265088#m,✨ Big @BBCRadio2 #Eurovision2023 news!  Rylan & Scott Mills are Radio 2’s hosts for the #Eurovision Song Contest Grand Final and Paddy O’Connell is hosting the Semi-Finals - which will be broadcast on Radio 2 for the first time ever!  Get all the info ➡️ https://bbc.in/3GXvzWG,"Apr 19, 2023 · 7:46 AM UTC",186,44
https://twitter.com/bbcpress/status/1648342787660587010#m,"📺 Buckle up for an adventure in Italy with @CliveMyrieBBC in brand new @BBCTwo and @BBCiPlayer series Clive Myrie’s Italian Road Trip!  ""The series is packed with beautiful locations, delicious food and the friendliest people""  Find out more ➡️ https://bbc.in/3onszMM","Apr 18, 2023 · 3:08 PM UTC",426,43
https://twitter.com/bbcpress/status/1648250577799766019#m,📚 Waterloo Road is officially BACK - and so is Mr Treneman!  But is the ex deputy head - and Kim Campbell's former flame - back to help her take control? Or to stir things up? 👀  Get all the info ➡️ https://bbc.in/41fr55D,"Apr 18, 2023 · 9:02 AM UTC",357,61
https://twitter.com/BBCSounds/status/1646919576532181002#m,Stacey Dooley has followed a group of Ukrainian civilians as they arrived in the UK to do five weeks of intensive army training...   She tells #Ukrainecast about the young recruits. Hear more on the latest episode,"Apr 14, 2023 · 4:53 PM UTC",48,27
https://twitter.com/BBCSounds/status/1646513588264370181#m,Breaking news from @SamRyderMusic in the news studio... 🚨,"Apr 13, 2023 · 2:00 PM UTC",168,37
https://twitter.com/bbcpress/status/1646430523714154497#m,"🎬 ROLLING! Filming began in Dublin, Ireland, on the highly anticipated second series of The Tourist this week, with new cast confirmed to join Jamie Dornan and Danielle MacDonald.  Get all the info ➡️ https://bbc.in/411KBCA","Apr 13, 2023 · 8:30 AM UTC",276,88
https://twitter.com/BBCSounds/status/1646113519530647553#m,"The BBC emailed Elon Musk asking for an interview.   ""Let's do it tonight"", was his reply.   Listen to the conversation in full on #Americast.","Apr 12, 2023 · 11:30 AM UTC",235,53
https://twitter.com/bbcstrictly/status/1646075794156814337#m,"NEWS: @Rylan is stepping down from hosting duties on #ItTakesTwo. Thank you Rylan for the last four years, continuing the sparkle of Saturday night throughout the week. You will be sorely missed by the entire Strictly family! ❤️","Apr 12, 2023 · 9:00 AM UTC",1953,143
https://twitter.com/bbcpress/status/1645717738084499456#m,"📢 Bella Ramsey, Jodie Whittaker, Tamara Lawrance & Siobhan Finneran star in the second series of Jimmy McGovern’s BBC drama Time  Co-written by Jimmy McGovern & Helen Black, it's a moving and high-stakes portrayal of life inside a women's prison  More ➡️ https://bbc.in/3mlRFLp","Apr 11, 2023 · 9:17 AM UTC",1450,189
https://twitter.com/bbcpress/status/1645686871463432195#m,"📢 BBC unveils special coverage and programming to mark Coronation of His Majesty The King and Her Majesty The Queen Consort  Meet the presenter line-up and learn about the range of programming to inform, educate & entertain the nation  Get all the info ➡️ https://bbc.in/3GxWzeX","Apr 11, 2023 · 7:15 AM UTC",414,65
https://twitter.com/BBC/status/1645305609930121216#m,"25 years on from a peace agreement being reached, Once Upon a Time in Northern Ireland will share intimate, unheard testimonies from all sides of the conflict. From the makers of the BAFTA and Emmy Award-winning series Once Upon a Time in Iraq. Coming soon to #iPlayer.","Apr 10, 2023 · 6:00 AM UTC",147,34
https://twitter.com/bbcpress/status/1644429843940130816#m,📢 Good news to round off Good Friday - Beyond Paradise will be back for a second series AND a Christmas Special!  Find out more ➡️ https://bbc.in/439t5Ot,"Apr 7, 2023 · 8:00 PM UTC",1281,86
https://twitter.com/BBCRadio2/status/1644357858199326721#m,"Our thoughts are with Paul's family, friends and bandmates 🧡","Apr 7, 2023 · 3:13 PM UTC",208,14
https://twitter.com/BBCBreaking/status/1644350814218010624#m,"S Club 7 star Paul Cattermole has died aged 46, weeks after the band announced a comeback tour https://bbc.in/43fxcIv","Apr 7, 2023 · 2:45 PM UTC",4303,1315
https://twitter.com/BBCSounds/status/1643665159712276490#m,"What words of wisdom did Sam Ryder have for this year's UK act, Mae Muller?   Tune in to the latest episode of #Eurovisioncast to hear more","Apr 5, 2023 · 5:21 PM UTC",34,14
https://twitter.com/BBCSounds/status/1642205188621582336#m,Sam Ryder tells #Eurovisioncast how he kept zen during last years #Eurovision Song Contest...,"Apr 1, 2023 · 4:40 PM UTC",199,49
https://twitter.com/Rylan/status/1643540611360800768#m,So this happened  Thanks for the honour @BBCTheArchers ♥️  @bbceurovision @Eurovision #Eurovision https://bbc.in/3ZJ1C2U,"Apr 5, 2023 · 9:06 AM UTC",1362,53
https://twitter.com/bbcpress/status/1643512544185978880#m,"📞 Good morning Europe, Ambridge calling!  Rylan's been invited to judge the village’s #Eurovision Variety Show in a special episode of @BBCTheArchers on @BBCRadio4 - but trouble ensues when his sat-nav goes awry...  Find out more ➡️ https://bbc.in/3m2JbbZ","Apr 5, 2023 · 7:15 AM UTC",66,18
https://twitter.com/BBCSounds/status/1643344196709883908#m,"""My daily life is like an inelegant tai chi""  Broadcaster @MarkIMardell talks openly about living with Parkinson's disease, on the latest #BBCNewscast","Apr 4, 2023 · 8:06 PM UTC",119,27
https://twitter.com/BBC/status/1643306321884635167#m,"In the market for even more #Industry? 📈💸    It's confirmed, Series 3 is coming to #iPlayer, with Kit Harington joining the cast as Henry Muck 👀✅","Apr 4, 2023 · 5:35 PM UTC",115,23
https://twitter.com/bbcdoctorwho/status/1642913986390654976#m,"Hi Jinkx! ♥️♥️➕ ⛈️  Award-winning actress, singer and two-time RuPaul’s Drag Race winner, @JinkxMonsoon will appear in a major role in the new series of #DoctorWho","Apr 3, 2023 · 3:36 PM UTC",34932,4178
https://twitter.com/bbcpress/status/1642915833151143939#m,"👋 Hi Jinkx!   Award-winning actress, singer and two-time RuPaul’s Drag Race winner Jinkx Monsoon joins #DoctorWho in a 'major role'  Find out more ➡️ https://bbc.in/3nBrP6h","Apr 3, 2023 · 3:43 PM UTC",815,77
https://twitter.com/BBC/status/1642821744636354560#m,Could we BE any more excited?! 👀  Head to bbc.co.uk/takepart for a chance to play #TheTraitors 😈 #iPlayer,"Apr 3, 2023 · 9:30 AM UTC",81,16
https://twitter.com/GlowUpBBC/status/1642120231828049921#m,"Got you! Whilst cyber-slaying in the Metaverse is high up on our to-do list, we won't be taking Glow Up off your screens. But tune in to the new series for a Metaverse assignment that will blow your mind 🤯  Glow Up: Britain’s Next Make-up Star, coming soon to BBC Three & iPlayer","Apr 1, 2023 · 11:02 AM UTC",47,13
https://twitter.com/bbcthree/status/1642120658124435458#m,"April Fool’s! Whilst we’d love nothing more than to see Kerry and Kurtan on Project Icon, we’re not sure the music industry is ready for that 😉  #BBCThree #iPlayer #ProjectIcon #ThisCountry","Apr 1, 2023 · 11:04 AM UTC",17,9
https://twitter.com/GlowUpBBC/status/1642081152361017347#m,"We’re taking Glow Up from IRL to URL 💻   The next series of Glow Up will exist ENTIRELY in the Metaverse!  Get ready for cyberspace challenges, crypto prizes and VR face offs…  #GlowUp: Britain’s Next Metaverse Star, coming soon to @BBCThree & @BBCiPlayer… or is it 😉","Apr 1, 2023 · 8:27 AM UTC",62,19
https://twitter.com/bbcthree/status/1642082206741938176#m,"In a world where Jason Derulo, Kerry Mucklowe and Charlotte Crosby collide…  We bring you the Three Cinematic Universe, coming soon to a screen near you 👀  #BBCThree #iPlayer #JasonDerulo #ThisCountry #CharlotteCrosby","Apr 1, 2023 · 8:31 AM UTC",28,9
https://twitter.com/bbcthree/status/1641895497127346176#m,And now on #Gogglebox too.🎶,"Mar 31, 2023 · 8:09 PM UTC",64,11
https://twitter.com/bbcpress/status/1641757531927134210#m,"📢 Lily Savage's Blankety Blank to air on @BBCOne and @BBCiPlayer in memory of Paul O'Grady  In a change to the advertised programme, a classic episode of Blankety Blank - with Paul O'Grady as Lily Savage - will be broadcast this weekend  More info ➡️ https://bbc.in/3nwZKNs","Mar 31, 2023 · 11:01 AM UTC",570,83
https://twitter.com/bbcpress/status/1641724758889840643#m,"🥊 Contenders, ready! Gladiators, ready!   With a brand new logo the exciting and iconic gameshow Gladiators is coming to the BBC and you can witness them in action!  Find out how you can be in the audience here ➡️ https://bbc.in/3M5aVag","Mar 31, 2023 · 8:50 AM UTC",135,38
https://twitter.com/bbcpress/status/1641748813659484160#m,"📢 They're back - and bringing more celebrity couple confessions, hilarious 'BEEFS' and incredible audience moments to @BBCOne and @BBCiPlayer  The Chris & Rosie Ramsey Show returns this May  Find out more ➡️ https://bbc.in/3zhKCWZ","Mar 31, 2023 · 10:26 AM UTC",48,15
https://twitter.com/bbcpress/status/1641712623811952640#m,"💔 Farewell, Button House. Our beloved #Ghosts have decided it's time to rest in peace.  The next series of hit BBC Comedy Ghosts will be the last  More info ➡️ https://bbc.in/3nETXFq","Mar 31, 2023 · 8:02 AM UTC",3574,294
https://twitter.com/bbcarts/status/1641445192023650304#m,"Check out what happened when @BluHydrangea_ , @chorizamay and @iamLeFil from @dragraceukbbc channelled their inner Frida Kahlo. 🎨💄👑 Putting on their best Frida-inspired looks, and serving all the creativity and glam you could ever want! @bbcthree @bbc","Mar 30, 2023 · 2:20 PM UTC",134,27
https://twitter.com/bbcpress/status/1641016442479943685#m,🏆 It was a brilliant night for the BBC at the Royal Television Society Programme Awards with 17 wins across multiple categories  Read all about it ➡️ https://bbc.in/40nsnel,"Mar 29, 2023 · 9:56 AM UTC",39,14
https://twitter.com/bbceastenders/status/1640790866305359872#m,"A new family is heading into The Queen Victoria! Linda is secretly teaming up with her mother, Elaine, who brings her new lover, George Knight, and his two daughters, Gina and Anna, to The Square. Find out more over on our official Instagram or Facebook page. #News #EastEnders","Mar 28, 2023 · 7:00 PM UTC",1775,250
https://twitter.com/bbcpress/status/1640791112293158912#m,"📢 There’s trouble brewing in Albert Square as a new family is heading into The Queen Victoria!   Colin Salmon, Harriet Thorpe, Francesca Henry and Molly Rainford are joining #EastEnders - will they be Linda's Knights in shining armour?  Find out more ➡️ https://bbc.in/3KcKTk2","Mar 28, 2023 · 7:01 PM UTC",199,50
https://twitter.com/BBC/status/1640775766588915712#m,Let’s talk about screens. Head to https://bbc.in/lets-talk-about-screens to have your say 📱⌛ @CBeebiesHQ,"Mar 28, 2023 · 6:00 PM UTC",61,21
https://twitter.com/bbcpress/status/1640655672889974784#m,📢 @leahcwilliamson tops the Woman's Hour Power List 2023!   @BBCWomansHour has revealed its list of 30 phenomenal UK women who have made significant impact in the sporting world.  More here ➡️ https://bbc.in/3zbmNzN,"Mar 28, 2023 · 10:02 AM UTC",140,16
https://twitter.com/bbcpress/status/1640632674468364289#m,"📸 Here's your first look at Ten Pound Poms 🇦🇺  The drama follows a group of Brits as they leave dreary post-war Britain in 1956 to embark on a life-altering adventure in Australia, where they've been promised a new life - for just £10  Find out more ➡️ https://bbc.in/3LWj3d2","Mar 28, 2023 · 8:31 AM UTC",74,32
https://twitter.com/bbcpress/status/1640284767416352771#m,🏖️ Unwind this spring with the @BBCTwo series B&B by the Sea.  Follow fifteen celebrities across Northern Ireland’s Causeway Coast to relax and recharge.   Read more ➡️ https://bbc.in/40jQRVQ,"Mar 27, 2023 · 9:28 AM UTC",23,11
https://twitter.com/BBCSounds/status/1639026987061714945#m,"“Sometimes I’ve felt like a novelty… Outside of actors, there won't be many working-class people there”  Tony Schumacher @tonyshoey, screenwriter for the Bafta nominated drama ‘The Responder’, speaks to #BBCNewscast.  Hear more on the latest episode.","Mar 23, 2023 · 10:11 PM UTC",151,55
https://twitter.com/BBCSounds/status/1638638377791631361#m,"Boris Johnson has clashed with MPs over Partygate denials, but did he mislead parliament?   Listen to the latest #BBCNewscast to hear more from @AdamFleming and @ChrisMasonBBC...","Mar 22, 2023 · 8:26 PM UTC",48,25
https://twitter.com/BBC/status/1638510848590348289#m,"📈 12 food entrepreneurs 👨‍🍳 £150,000 of @GordonRamsay's own cash 🏆 One life-changing investment   Watch Gordon Ramsay's #FutureFoodStars on @BBCiPlayer and BBC One from 30 Mar at 9pm #iPlayer","Mar 22, 2023 · 12:00 PM UTC",23,10
https://twitter.com/BBCAccessAll/status/1638147750448492544#m,"How do you make the Blue Peter set accessible?   Abby Cook, 20, is the children’s show's first disabled presenter  Listen to the full interview here: https://www.bbc.co.uk/programmes/p0f98m6y","Mar 21, 2023 · 11:57 AM UTC",33,13
https://twitter.com/BBCYoungReport/status/1637379633544065024#m,If you know someone age 11-18 who wants to report on a story or issue which is important to them we want to hear it.  The #BBCYoungReporterCompetition is open for 2023 entries!   Story ideas need to be uploaded online on 31 March 2023 by 23:59  ➡️ bbc.co.uk/youngreportercompe…,"Mar 19, 2023 · 9:05 AM UTC",13,13
https://twitter.com/bbcpress/status/1638129921632370688#m,📢 This is not a drill! BBC Drama Vigil reveals series two casting and story details.  @BBCOne @BBCiPlayer   More here ➡️ https://bbc.in/40qnhhl,"Mar 21, 2023 · 10:46 AM UTC",491,103
https://twitter.com/bbcpress/status/1638104331386748930#m,📚 We've got Great Expectations for the upcoming Steven Knight adaptation coming to @BBCOne and @BBCiPlayer on 26 March!  Meet the cast and people behind the camera bringing the classic tale to life.  Read more here ➡️ https://bbc.in/3Tvu1rO,"Mar 21, 2023 · 9:04 AM UTC",57,15
https://twitter.com/BBCSounds/status/1637756114174455811#m,The wait is over... Lady Killers with @Lucy_Worsley is back!,"Mar 20, 2023 · 10:01 AM UTC",60,10
https://twitter.com/comicrelief/status/1636856179740606465#m,"It's not over, we have MORE.  🔴 10PM When Comic Relief did Celeb Big Brother BBC Two 🔴 10:40PM Best of the Best Bits on BBC One. #ComicRelief @PaddyMcGuinness","Mar 17, 2023 · 10:24 PM UTC",53,13
https://twitter.com/DeborahMeaden/status/1636807208313733150#m,Tonight in ⁦@comicrelief⁩ the lovely ⁦@SaraDaviesCC⁩ and I listen to some very special pitchers… it’s inspiring heartwarming stuff for a great cause #rednoseday #comicrelief,"Mar 17, 2023 · 7:10 PM UTC",1193,38
https://twitter.com/bbcdoctorwho/status/1636806712597331985#m,Whaaaat... is going on here?! 😱 David Tennant just appeared on @ComicRelief in the UK! 🔴 #RedNoseDay,"Mar 17, 2023 · 7:08 PM UTC",6022,492
https://twitter.com/comicrelief/status/1636778537070755841#m,The countdown is ON for tonight. It's going to be AMAZING and we have some very special people hosting. Tune in to @BBCOne and @BBCiPlayer at 7PM.  @joeldommett @ZoeTheBall @PaddyMcGuinness @AJOdudu,"Mar 17, 2023 · 5:16 PM UTC",248,39
https://twitter.com/bbcthree/status/1636714752524124160#m,"""The more you lay, the more you get paid!""  #Brickies is back for Series 2 🧱 To see how the gang get on, watch from 20 March on @bbcthree and @bbciplayer","Mar 17, 2023 · 1:03 PM UTC",30,14
