link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/BBC/status/1636710622418149379#m,"Traitors, Eurovision, Ghosts and more! 🔴  Watch Red Nose Day on iPlayer from tonight at 7pm   #RedNoseDay #iPlayer","Mar 17, 2023 · 12:46 PM UTC",92,21
https://twitter.com/comicrelief/status/1636632391971110913#m,"Today is the day! 🔴  Happy #RedNoseDay everyone. Make sure you tag us in everything you get up to, and most importantly have fun.","Mar 17, 2023 · 7:35 AM UTC",350,132
https://twitter.com/CBeebiesHQ/status/1636442961155325953#m,"CBeebies Bedtime Stories and @ComicRelief had a cunning plan for the Grown-up Bedtime Story.   Baldrick from Blackadder returns for #RedNoseDay in this Richard Curtis special, illustrated by Chris Riddell.  BBC One Friday night on Comic Relief.   Not for the small ones.","Mar 16, 2023 · 7:03 PM UTC",248,55
https://twitter.com/bbcpress/status/1636323695714091014#m,"💼 Fancy your chances at interview with this lot?  Ahead of The Apprentice Interviews (tonight from 9pm on @BBCOne and @BBCiPlayer) Karren Brady, Claude Littner, Mike Soutar and Linda Plant tell us how they prepare to grill the Final Five...  Read ➡️ https://bbc.in/409OpB4","Mar 16, 2023 · 11:09 AM UTC",40,11
https://twitter.com/bbcpress/status/1635986478613385216#m,"📢 Before they Race Across The World, we caught up with this year's five fierce pairs to learn all about their strategies for victory - and find out what's really in their backpacks...  Meet them ➡️ https://bbc.in/42cL4Tz","Mar 15, 2023 · 12:49 PM UTC",35,10
https://twitter.com/bbcpress/status/1635971203293757441#m,📢 Stacey Dooley follows a group of Ukrainian civilians as they arrive in the UK to begin five weeks of intensive army training in Stacey Dooley: Ready For War? a one-off documentary for @bbcthree and @BBCiPlayer   Read more ➡️ https://bbc.in/3LriUhE,"Mar 15, 2023 · 11:48 AM UTC",51,19
https://twitter.com/BBC/status/1635604185231024129#m,"This Red Nose Day, @EmmaWillis, Oti Mabuse and @Rylan will be taking on the ultimate test of willpower, determination and survival skills. 👊   Watch Emma, Oti & Rylan’s Big Red Nose Day Challenge on iPlayer from tonight at 9pm #RedNoseDay #iPlayer","Mar 14, 2023 · 11:30 AM UTC",132,17
https://twitter.com/bbcpress/status/1635195674915659777#m,"🎉 Chief Content Officer Charlotte Moore celebrates the BBC's double #Oscars victory  ""We’re so proud to have played a part in these extraordinary films and demonstrate our commitment to bringing world class storytelling to audiences.""   More ⬇️ https://bbc.in/3ZIFQ0c","Mar 13, 2023 · 8:26 AM UTC",52,15
https://twitter.com/bbcpress/status/1635194705192554498#m,"🏆 The BBC's celebrating TWO big wins at the Academy Awards!   Animated Short Film went to The Boy, the Mole, the Fox and the Horse and Navalny won Documentary Feature Film.  Read more ➡️ https://bbc.in/3ZIFQ0c","Mar 13, 2023 · 8:22 AM UTC",114,29
https://twitter.com/BBC/status/1634600079750311939#m,One of our famous Pointless trophies has been stolen. We can't believe it! 🏆   #RedNoseDay #iPlayer #TellyTreasures @ComicRelief @xanderarmstrong,"Mar 11, 2023 · 5:00 PM UTC",23,10
https://twitter.com/bbcpress/status/1633956608211312642#m,📢 SPOILER ALERT! Lord Sugar's Final Five Apprentice candidates have been revealed - and we caught up with them to find out how they're feeling ahead of those all important interviews...  Meet them ➡️ https://bbc.in/3YF9SR0,"Mar 9, 2023 · 10:23 PM UTC",35,16
https://twitter.com/bbcpress/status/1633814903730368514#m,🎾 News just in - Clare Balding will lead the BBC's live television coverage of Wimbledon from summer 2023  Find out more ➡️ https://bbc.in/3Fa2cPL,"Mar 9, 2023 · 1:00 PM UTC",220,24
https://twitter.com/bbcpress/status/1633758572185018369#m,"📢 Casting announced for Caroline Moran's new comedy series Henpocalypse!  “this is a dream cast, the locations are epic, the apocalypse has never been so much fun”  Coming to @BBCTwo and @BBCiPlayer   Read more ➡️ https://bbc.in/3SZ6G1y","Mar 9, 2023 · 9:16 AM UTC",53,14
https://twitter.com/bbceurovision/status/1633748470669377538#m,"Our UK artist for #Eurovision2023 is the incredible @maemuller_! 🎉  Here she is with the official video for her #Eurovision track, 'I Wrote A Song' 🥳","Mar 9, 2023 · 8:36 AM UTC",2680,511
https://twitter.com/bbcpress/status/1633477713607503872#m,"🚨 On your marks, get set, go!   It's official - Race Across The World is back from Wednesday 22 March at 9pm on @BBCOne and @BBCiPlayer  More info ➡️ https://bbc.in/41ToWNV","Mar 8, 2023 · 2:40 PM UTC",222,43
https://twitter.com/bbcpress/status/1633023428843442176#m,🐦 Pssst... a little bird told us Wild Isles is coming to @BBCOne and @BBCiPlayer from 7pm on Sunday 12 March  Find out more ➡️ https://bbc.in/3kQcBcu  📸: BBC/Silverback Films/Alex Board,"Mar 7, 2023 · 8:35 AM UTC",131,28
https://twitter.com/BBC/status/1632674884705763330#m,Please help @BBCMorningLive and @msm4rsh. Her precious mug has been stolen 🙁  #RedNoseDay #TellyTreasures #iPlayer @ComicRelief,"Mar 6, 2023 · 9:30 AM UTC",16,5
https://twitter.com/bbcpress/status/1632673036980613120#m,"📢 Huge congratulations to Falkirk-born Abby Cook, Blue Peter's newest presenter!  Abby is the 42nd presenter of the longest-running children's TV show in the world and will co-host alongside Mwaksy, Joel and Henry the dog.  Meet her ➡️ https://bbc.in/3F1w0hv","Mar 6, 2023 · 9:22 AM UTC",245,36
https://twitter.com/BBC/status/1632048265024753665#m,".@AlexScott Any luck finding your @BBCSport microphone? If anyone can help find it, please shout. 🎤   🏆 Stolen during the Accrington Stanley vs Leeds United FA Cup game.  #RedNoseDay #TellyTreasures #iPlayer @ComicRelief","Mar 4, 2023 · 4:00 PM UTC",23,6
https://twitter.com/bbcpress/status/1631995406447149056#m,"🏰 Will the real @ClaudiaWinkle please stand up?  Claudia Winkleman, Dawn French, Jennifer Saunders and Dame Mary Berry star in a special Comic Relief sketch based on The Traitors - and there are more famous faces hiding under the cloaks...  Read more ➡️ https://bbc.in/41XEW1x","Mar 4, 2023 · 12:30 PM UTC",1145,88
https://twitter.com/bbcworldservice/status/1631631282911207425#m,"American boxer Blair 'the Flair' Cobbs is at the top of his game, but as a child, his family went on the run in Mexico.  Hear Blair's incredible story on #LivesLessOrdinary   🥊 🎧 https://bbc.in/3ITtwTM","Mar 3, 2023 · 12:23 PM UTC",21,6
https://twitter.com/bbcpress/status/1631628520039358467#m,"🏰 Deception, murder, banishment and treachery... Alan Cumming invites you into The Traitors US: Reunion on @BBCiPlayer and @bbcthree this weekend! More info ➡️ https://bbc.in/3SJgJrc","Mar 3, 2023 · 12:12 PM UTC",84,22
https://twitter.com/glastonbury/status/1631588298228367361#m,"Here is the first Glastonbury Festival 2023 line-up poster, which includes our final two Pyramid Stage headliners: @ArcticMonkeys (Friday) and @gunsnroses  (Saturday).  Many more acts and attractions still to be announced.","Mar 3, 2023 · 9:32 AM UTC",16769,2554
https://twitter.com/BBC_Teach/status/1631172734138060800#m,"The UK’s biggest children’s story writing competition is back!   #BBC500Words2023 is on the hunt for teachers, librarians and support staff to help pick our next winner.  Could it be you this #WorldBookDay2023? 🤔 📚","Mar 2, 2023 · 6:01 AM UTC",40,21
https://twitter.com/BBC/status/1631308384124149760#m,".@BBCApprentice @TomAllenComedy, need some help finding #TheApprentice: You're Fired, ""hired"" and ""fired"" cards?    #RedNoseDay #iPlayer @ComicRelief","Mar 2, 2023 · 3:00 PM UTC",29,8
https://twitter.com/BBCSounds/status/1631213110831857664#m,What's it like to be in the audience at Eurovision?   Find out how to get your hands on tickets on the latest #Eurovisioncast...,"Mar 2, 2023 · 8:41 AM UTC",63,23
https://twitter.com/bbcpress/status/1631210232918560768#m,📚 Calling all young writers! Children's writing competition 500 Words will relaunch this September.  The BBC is now searching for teachers and librarians to register their interest in joining the judging panel.  Read more ➡️ https://bbc.in/41BfHS7 @BBC_Teach @BBCBreakfast,"Mar 2, 2023 · 8:30 AM UTC",79,76
https://twitter.com/BBC/status/1630591152838565889#m,Help us find the BBC's Telly Treasures 🔴   #RedNoseDay #iPlayer @ComicRelief,"Feb 28, 2023 · 3:30 PM UTC",25,11
https://twitter.com/bbcpress/status/1630275593177636871#m,"📢Always fancied a pair of Pat Butcher's #EastEnders earrings? A Waterloo Road school uniform? Casualty scrubs? Or Traitors cloak?  Well, they're all up for grabs, along with Craig’s Strictly 10 paddle - and much more - this Red Nose Day  Find out more ➡️ https://bbc.in/3IDkLwC","Feb 27, 2023 · 6:36 PM UTC",46,13
https://twitter.com/BBCSounds/status/1630221466238357504#m,"'...we wanted to win, more than anything in this world.'  Faye Marsay reads the highly anticipated memoir of @Lionesses star and BBC Sports Personality of the Year 2022 @bmeado9.","Feb 27, 2023 · 3:01 PM UTC",25,12
https://twitter.com/BBC/status/1630142435157491714#m,SERIES TWO IS HAPPENING! Think you'd make a good traitor? Or a 100% faithful? Head to bbc.co.uk/takepart for a chance to play 😈 #TheTraitors #iPlayer,"Feb 27, 2023 · 9:46 AM UTC",1418,147
https://twitter.com/bbcpress/status/1629247356951560193#m,🏝 News just in from Saint Marie - Death in Paradise will return for two further series and two Christmas specials on @BBCOne and @BBCiPlayer  Find out more ➡️ https://bbc.in/3Ix1WeL,"Feb 24, 2023 · 10:30 PM UTC",808,68
https://twitter.com/BBC/status/1629194458121003010#m,Has anyone seen Graham's jacket? 🧐   @TheGNShow @ComicRelief #RedNoseDay #TellyTreasures #iPlayer,"Feb 24, 2023 · 7:00 PM UTC",26,11
https://twitter.com/BBC/status/1629179356739411968#m,We're missing Craig's 1️⃣0️⃣ paddle.   We suspect it was taken when we filmed the final.   Please let us know if anyone sees it! 👀   @BBCStrictly @CraigRevHorwood #RedNoseDay #TellyTreasures #iPlayer,"Feb 24, 2023 · 6:00 PM UTC",128,36
https://twitter.com/bbcpress/status/1629118991078653953#m,"🎧 @BBCRadio2 announces Vernon Kay as the new host of the mid-morning show from May. Plus, a stellar range of brilliant live music including a Country extravaganza, world exclusive interviews & exciting new programming.  Read more ➡️  https://bbc.in/3EBpbDg","Feb 24, 2023 · 2:00 PM UTC",187,18
https://twitter.com/bbcpress/status/1628701961578074116#m,"""John had the right words, at the right time, for all the big moments. He will rightly be remembered as a legendary figure in British sports broadcasting""  BBC Director-General Tim Davie pays tribute to John Motson  https://bbc.in/41mNw9G","Feb 23, 2023 · 10:23 AM UTC",125,33
https://twitter.com/bbcpress/status/1628685621706252289#m,"📢 Eight more famous faces are gearing up to share some pointless, yet interesting facts alongside Alexander Armstrong as #Pointless guest hosts!  Meet them ➡️ https://bbc.in/3SsxlDx","Feb 23, 2023 · 9:18 AM UTC",189,26
https://twitter.com/BBCSounds/status/1628364465270931456#m,The hosts for this year's Eurovision are finally revealed... It's a big day in #Eurovisioncast HQ!,"Feb 22, 2023 · 12:01 PM UTC",99,27
https://twitter.com/BBC/status/1628368103334727680#m,"Extraordinary. Dramatic. Beautiful. Home. 🐋🦊🦅             #WildIsles, coming soon to #iPlayer #DavidAttenborough https://inv.tux.pizza/C-KcTje9sMk","Feb 22, 2023 · 12:16 PM UTC",117,34
https://twitter.com/bbc5live/status/1628350226758094848#m,Shamima Begum has lost her appeal against the decision to remove her British citizenship.  Journalist Josh Baker has been investigating her story and finding out who she really is and what she did.    Listen to the Shamima Begum story on BBC Sounds ⬇️,"Feb 22, 2023 · 11:05 AM UTC",124,27
https://twitter.com/BBCSounds/status/1628163229917511680#m,"Why do so many Russian people still support Putin?   Hear Steve Rosenberg, BBC Russia Editor, on the latest #BBCNewscast...","Feb 21, 2023 · 10:42 PM UTC",37,18
https://twitter.com/bbcpress/status/1628307353547440128#m,"📢 There's a new Agatha Christie adaptation coming to @BBCOne and @BBCiPlayer   Murder is Easy, Christie's classic novel, is adapted for the screen by Sian Ejiwunmi-Le Berre and directed by Meenu Gaur  Find out more ➡️ https://bbc.in/3EpOxUE","Feb 22, 2023 · 8:15 AM UTC",121,34
https://twitter.com/BBC/status/1628343156331925504#m,Anyone else noticed loads of props going missing from across the BBC?   @ComicRelief @theoneshow @morninglive @radio1 #RedNoseDay #iPlayer #TellyTreasures,"Feb 22, 2023 · 10:37 AM UTC",41,15
https://twitter.com/bbceurovision/status/1627719256753475584#m,"""My dad asked me if @russellcrowe tweeted about me, then it was like, there's something bigger happening now""  @dadimakesmusic shares his #Eurovision story 👇","Feb 20, 2023 · 5:18 PM UTC",262,28
https://twitter.com/bbceurovision/status/1628318278849556481#m,"Say hello and привіт to our #Eurovision2023 family!  🤩  Graham Norton, Julia Sanina, Alesha Dixon, Hannah Waddingham, Rylan, Scott Mills, Mel Giedroyc, Timur Miroshnychenko and Sam Quek ✨  Read more here: https://bbc.in/hosts2023","Feb 22, 2023 · 8:58 AM UTC",2096,377
https://twitter.com/bbcpress/status/1628318352530714624#m,📢 BBC announces #Eurovision Song Contest 2023 presenting and commentary line-up  Meet them ➡️ https://bbc.in/3lVrwSY,"Feb 22, 2023 · 8:58 AM UTC",204,66
https://twitter.com/bbcpress/status/1627450005853290504#m,"🏆 ""Congratulations to the BBC-backed Bafta winners tonight, we’re so proud to have played a part in these extraordinary films.""  Chief Content Officer Charlotte Moore celebrates BBC-backed Bafta winners  Read more ⬇️ https://bbc.in/3SbPuW1","Feb 19, 2023 · 11:28 PM UTC",83,17
https://twitter.com/bbcpress/status/1626910865395003392#m,🏆 It's Bafta weekend and before you watch the ceremony on Sunday 19 Feb - hosted by Richard E Grant and Alison Hammond from 7pm - you can check out some of this year's nominees in action on @BBCiPlayer!  Find out more ➡️ https://bbc.in/3IAm3d8,"Feb 18, 2023 · 11:45 AM UTC",93,30
https://twitter.com/BBCSounds/status/1626884396564246529#m,"“It’s one of the few places you can express your national identity in a safe space that isn’t a sports environment”   Hear Dave Goodman, from the European Broadcasting Union, on why he believes Eurovision is so appealing to LGBTQ+ communities, on the latest #Eurovisioncast...","Feb 18, 2023 · 10:00 AM UTC",62,31
https://twitter.com/bbc5live/status/1626596649572384772#m,"There are more electric cars on the roads than ever before but are there enough chargers to charge them?   In the latest episode of Big #GreenMoney show, @DeborahMeaden ask if the charger supply meets current demand ⚡️  Listen on @BBCSounds bitly.ws/Ap8N","Feb 17, 2023 · 2:57 PM UTC",44,17
https://twitter.com/bbcpress/status/1626516946949734401#m,"The BBC has announced The Way, a bold new drama from @michaelsheen, @mrJamesGraham and Adam Curtis https://bbc.in/3Iv4dIn","Feb 17, 2023 · 9:40 AM UTC",181,57
https://twitter.com/bbcpress/status/1626371465065922571#m,📢 The Tribe has spoken and @joeldommett is your Survivor host!  Who's ready for Tribal Council? 🔥  Find out more ➡️ https://bbc.in/3S6XSpJ,"Feb 17, 2023 · 12:02 AM UTC",76,16
https://twitter.com/BBC/status/1626280246788952065#m,"“It’s completely normal to hate the people you love.""   #RainDogs, coming this spring to #iPlayer https://inv.tux.pizza/mNs9A0QHrC0","Feb 16, 2023 · 6:00 PM UTC",12,4
